"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"06/23/2023","AQS","010730023","1","27","ppb","25","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"06/24/2023","AQS","010730023","1","23","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"06/25/2023","AQS","010730023","1","20.6","ppb","19","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"06/26/2023","AQS","010730023","1","18.4","ppb","17","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"06/27/2023","AQS","010730023","1","29.4","ppb","27","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"06/28/2023","AQS","010730023","1","38.3","ppb","36","North Birmingham","23","96.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"06/29/2023","AQS","010730023","1","28.9","ppb","26","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"06/30/2023","AQS","010730023","1","19.6","ppb","18","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/01/2023","AQS","010730023","1","15.2","ppb","14","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/02/2023","AQS","010730023","1","8.2","ppb","8","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/03/2023","AQS","010730023","1","13.9","ppb","12","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/04/2023","AQS","010730023","1","19.1","ppb","18","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/05/2023","AQS","010730023","1","19.7","ppb","18","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/06/2023","AQS","010730023","1","13.9","ppb","12","North Birmingham","19","79.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/07/2023","AQS","010730023","1","11.4","ppb","10","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/08/2023","AQS","010730023","1","13.5","ppb","12","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/09/2023","AQS","010730023","1","7.4","ppb","7","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/10/2023","AQS","010730023","1","13.6","ppb","12","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/11/2023","AQS","010730023","1","25.2","ppb","24","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/12/2023","AQS","010730023","1","19.9","ppb","18","North Birmingham","22","92.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/13/2023","AQS","010730023","1","12.1","ppb","11","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/14/2023","AQS","010730023","1","11.3","ppb","10","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/15/2023","AQS","010730023","1","12.5","ppb","11","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/16/2023","AQS","010730023","1","19.8","ppb","18","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/17/2023","AQS","010730023","1","30.5","ppb","28","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/18/2023","AQS","010730023","1","23.5","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/19/2023","AQS","010730023","1","15.2","ppb","14","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/20/2023","AQS","010730023","1","11.8","ppb","10","North Birmingham","19","79.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/21/2023","AQS","010730023","1","16","ppb","15","North Birmingham","23","96.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/22/2023","AQS","010730023","1","12","ppb","11","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/23/2023","AQS","010730023","1","9.3","ppb","8","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/24/2023","AQS","010730023","1","25.9","ppb","24","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/25/2023","AQS","010730023","1","23.5","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/26/2023","AQS","010730023","1","25.1","ppb","24","North Birmingham","23","96.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/27/2023","AQS","010730023","1","29.2","ppb","27","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/28/2023","AQS","010730023","1","31.8","ppb","29","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/29/2023","AQS","010730023","1","23.8","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/30/2023","AQS","010730023","1","18.7","ppb","17","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"07/31/2023","AQS","010730023","1","24.4","ppb","23","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/01/2023","AQS","010730023","1","23.7","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/02/2023","AQS","010730023","1","21.5","ppb","20","North Birmingham","18","75.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/03/2023","AQS","010730023","1","24.9","ppb","23","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/04/2023","AQS","010730023","1","17.5","ppb","16","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/05/2023","AQS","010730023","1","14.1","ppb","13","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/06/2023","AQS","010730023","1","15.4","ppb","14","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/07/2023","AQS","010730023","1","25.3","ppb","24","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/08/2023","AQS","010730023","1","18.4","ppb","17","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/09/2023","AQS","010730023","1","10.3","ppb","9","North Birmingham","22","92.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/10/2023","AQS","010730023","1","17","ppb","16","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/11/2023","AQS","010730023","1","22","ppb","21","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/12/2023","AQS","010730023","1","20.7","ppb","19","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/13/2023","AQS","010730023","1","14.1","ppb","13","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/14/2023","AQS","010730023","1","16.9","ppb","15","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/15/2023","AQS","010730023","1","8.6","ppb","8","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/16/2023","AQS","010730023","1","16.4","ppb","15","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/17/2023","AQS","010730023","1","19.1","ppb","18","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/18/2023","AQS","010730023","1","21.5","ppb","20","North Birmingham","18","75.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/19/2023","AQS","010730023","1","21.3","ppb","20","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/20/2023","AQS","010730023","1","21.4","ppb","20","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/21/2023","AQS","010730023","1","23.5","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/22/2023","AQS","010730023","1","24.2","ppb","23","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/23/2023","AQS","010730023","1","24.9","ppb","23","North Birmingham","22","92.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/24/2023","AQS","010730023","1","26.6","ppb","25","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/25/2023","AQS","010730023","1","27.6","ppb","25","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/26/2023","AQS","010730023","1","19.9","ppb","18","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/27/2023","AQS","010730023","1","18.1","ppb","17","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/28/2023","AQS","010730023","1","18.1","ppb","17","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/29/2023","AQS","010730023","1","16","ppb","15","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/30/2023","AQS","010730023","1","14.3","ppb","13","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"08/31/2023","AQS","010730023","1","15.3","ppb","14","North Birmingham","19","79.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/01/2023","AQS","010730023","1","11.8","ppb","10","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/02/2023","AQS","010730023","1","19","ppb","18","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/03/2023","AQS","010730023","1","27.9","ppb","25","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/04/2023","AQS","010730023","1","21.8","ppb","20","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/05/2023","AQS","010730023","1","27.7","ppb","25","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/06/2023","AQS","010730023","1","23","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/07/2023","AQS","010730023","1","23.6","ppb","22","North Birmingham","22","92.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/08/2023","AQS","010730023","1","19.1","ppb","18","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/09/2023","AQS","010730023","1","11.6","ppb","10","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/10/2023","AQS","010730023","1","5.7","ppb","5","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/11/2023","AQS","010730023","1","31.4","ppb","29","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/12/2023","AQS","010730023","1","23.1","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/13/2023","AQS","010730023","1","9.2","ppb","8","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/14/2023","AQS","010730023","1","12","ppb","11","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/15/2023","AQS","010730023","1","16.5","ppb","15","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/16/2023","AQS","010730023","1","10.6","ppb","9","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/17/2023","AQS","010730023","1","16.3","ppb","15","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/18/2023","AQS","010730023","1","34","ppb","32","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/19/2023","AQS","010730023","1","34.4","ppb","32","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/20/2023","AQS","010730023","1","25.3","ppb","24","North Birmingham","22","92.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/21/2023","AQS","010730023","1","23.7","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/22/2023","AQS","010730023","1","29.2","ppb","27","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/23/2023","AQS","010730023","1","24.2","ppb","23","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/24/2023","AQS","010730023","1","28.8","ppb","26","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/25/2023","AQS","010730023","1","32.1","ppb","30","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/26/2023","AQS","010730023","1","29.9","ppb","27","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/27/2023","AQS","010730023","1","15.6","ppb","14","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/28/2023","AQS","010730023","1","32.3","ppb","30","North Birmingham","19","79.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/29/2023","AQS","010730023","1","23.7","ppb","22","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"09/30/2023","AQS","010730023","1","30.3","ppb","28","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/01/2023","AQS","010730023","1","26.3","ppb","25","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/02/2023","AQS","010730023","1","29.3","ppb","27","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/03/2023","AQS","010730023","1","31","ppb","29","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/04/2023","AQS","010730023","1","33.1","ppb","31","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/05/2023","AQS","010730023","1","18.2","ppb","17","North Birmingham","23","96.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/06/2023","AQS","010730023","1","26.7","ppb","25","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/07/2023","AQS","010730023","1","8.7","ppb","8","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/08/2023","AQS","010730023","1","27.3","ppb","25","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/09/2023","AQS","010730023","1","22.4","ppb","21","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/10/2023","AQS","010730023","1","31.8","ppb","29","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/11/2023","AQS","010730023","1","45.4","ppb","42","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/12/2023","AQS","010730023","1","19.8","ppb","18","North Birmingham","19","79.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/13/2023","AQS","010730023","1","14.1","ppb","13","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/14/2023","AQS","010730023","1","10.4","ppb","9","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/15/2023","AQS","010730023","1","5.4","ppb","5","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/16/2023","AQS","010730023","1","11.6","ppb","10","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/17/2023","AQS","010730023","1","21.3","ppb","20","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/18/2023","AQS","010730023","1","27.9","ppb","25","North Birmingham","22","92.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/19/2023","AQS","010730023","1","29.1","ppb","27","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/20/2023","AQS","010730023","1","22.4","ppb","21","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/21/2023","AQS","010730023","1","36.7","ppb","34","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/22/2023","AQS","010730023","1","29.6","ppb","27","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/23/2023","AQS","010730023","1","40.9","ppb","38","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/24/2023","AQS","010730023","1","12.2","ppb","11","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/25/2023","AQS","010730023","1","33.1","ppb","31","North Birmingham","24","100.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/26/2023","AQS","010730023","1","16.5","ppb","15","North Birmingham","22","92.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
"10/27/2023","AQS","010730023","1","18","ppb","17","North Birmingham","18","75.0000","42602","Nitrogen dioxide (NO2)","200","13820","Birmingham-Hoover, AL","01","Alabama","073","Jefferson","33.5530560008695","-86.815"
