"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"10/09/2023","AQS","010499991","1","0.047","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/10/2023","AQS","010499991","1","0.057","ppm","58","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/11/2023","AQS","010499991","1","0.038","ppm","35","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/12/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/13/2023","AQS","010499991","1","0.039","ppm","36","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/14/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/15/2023","AQS","010499991","1","0.025","ppm","23","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/16/2023","AQS","010499991","1","0.029","ppm","27","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/17/2023","AQS","010499991","1","0.029","ppm","27","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/18/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/19/2023","AQS","010499991","1","0.048","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/20/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/21/2023","AQS","010499991","1","0.046","ppm","43","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/22/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/23/2023","AQS","010499991","1","0.049","ppm","45","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/24/2023","AQS","010499991","1","0.053","ppm","49","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/25/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/26/2023","AQS","010499991","1","0.04","ppm","37","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/27/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/28/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/29/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/30/2023","AQS","010499991","1","0.014","ppm","13","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"10/31/2023","AQS","010499991","1","0.039","ppm","36","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/01/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/02/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/03/2023","AQS","010499991","1","0.047","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/04/2023","AQS","010499991","1","0.05","ppm","46","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/05/2023","AQS","010499991","1","0.056","ppm","54","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/06/2023","AQS","010499991","1","0.059","ppm","64","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/07/2023","AQS","010499991","1","0.057","ppm","58","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/08/2023","AQS","010499991","1","0.049","ppm","45","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/09/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/10/2023","AQS","010499991","1","0.026","ppm","24","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/11/2023","AQS","010499991","1","0.025","ppm","23","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/12/2023","AQS","010499991","1","0.032","ppm","30","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/13/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/14/2023","AQS","010499991","1","0.047","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/15/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/16/2023","AQS","010499991","1","0.048","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/17/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/18/2023","AQS","010499991","1","0.036","ppm","33","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/19/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/20/2023","AQS","010499991","1","0.035","ppm","32","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/21/2023","AQS","010499991","1","0.033","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/22/2023","AQS","010499991","1","0.029","ppm","27","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/23/2023","AQS","010499991","1","0.032","ppm","30","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/24/2023","AQS","010499991","1","0.035","ppm","32","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/25/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/26/2023","AQS","010499991","1","0.027","ppm","25","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/27/2023","AQS","010499991","1","0.033","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/28/2023","AQS","010499991","1","0.039","ppm","36","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/29/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"11/30/2023","AQS","010499991","1","0.047","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/01/2023","AQS","010499991","1","0.027","ppm","25","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/02/2023","AQS","010499991","1","0.025","ppm","23","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/03/2023","AQS","010499991","1","0.038","ppm","35","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/04/2023","AQS","010499991","1","0.039","ppm","36","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/05/2023","AQS","010499991","1","0.036","ppm","33","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/06/2023","AQS","010499991","1","0.035","ppm","32","Sand Mountain","13","76.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/07/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/08/2023","AQS","010499991","1","0.039","ppm","36","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/09/2023","AQS","010499991","1","0.031","ppm","29","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/10/2023","AQS","010499991","1","0.027","ppm","25","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/11/2023","AQS","010499991","1","0.034","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/12/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/13/2023","AQS","010499991","1","0.039","ppm","36","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/14/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/15/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/16/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/17/2023","AQS","010499991","1","0.027","ppm","25","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/18/2023","AQS","010499991","1","0.036","ppm","33","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/19/2023","AQS","010499991","1","0.035","ppm","32","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/20/2023","AQS","010499991","1","0.036","ppm","33","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/21/2023","AQS","010499991","1","0.033","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/22/2023","AQS","010499991","1","0.046","ppm","43","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/23/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/24/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/25/2023","AQS","010499991","1","0.033","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/26/2023","AQS","010499991","1","0.02","ppm","19","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/27/2023","AQS","010499991","1","0.032","ppm","30","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/28/2023","AQS","010499991","1","0.03","ppm","28","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/29/2023","AQS","010499991","1","0.029","ppm","27","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/30/2023","AQS","010499991","1","0.021","ppm","19","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"12/31/2023","AirNow","010499991","1","0.041","ppm","38","Sand Mountain","19","79.0000","44201","Ozone","","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
